"Timestamp","PageID"
5,15
8,26
16,46
18,23
26,26
30,19
33,26
37,26
40,46
45,23
50,23
56,48
61,28
64,32
69,32
74,19
77,8
82,40
86,45
88,32
96,47
106,28
109,25
115,38
117,50
123,48
129,18
133,44
135,2
142,8
147,8
154,31
159,40
161,30
168,19
170,8
179,8
181,18
186,48
193,21
198,39
201,30
206,30
213,7
217,34
220,46
223,31
225,15
229,46
233,36
234,48
239,38
245,44
255,47
257,12
261,34
269,10
274,6
276,32
278,7
284,20
285,43
291,28
295,18
299,35
305,1
311,31
312,16
314,41
321,22
326,48
330,16
334,41
340,17
348,40
351,1
357,27
360,25
375,25
382,38
384,16
387,7
391,11
396,36
402,24
409,48
413,40
417,45
422,3
423,18
427,39
430,44
435,49
443,21
452,35
462,32
466,35
477,45
487,49
491,28
